,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
805,2012,8,13,0,0,19.65,79.25,1013.77,0.4,0,34.68,31.04,14.88,24.79,577.51,5460.15,6.05,246.96,6.74,266.16,9.1,287.6,7.02,23.56,14.9,94,64,1014.7,1012.7,100,0,100,0,100,0,100,0,10.46,2.16,10.74,1.44,22.32,0.8,11.88,2.88,FALSE
807,2012,8,15,0,0,23.7,68.08,1011.27,1.2,0,24.95,11.46,24.17,7,831.31,6722.17,11.52,164.35,18.67,164.19,17.25,211.28,14.43,30.99,16.12,91,46,1014.1,1008.7,100,0,100,0,100,0,75,0,18.42,6.41,28.88,9.23,47.54,4.51,39.6,4.68,TRUE
809,2012,8,17,0,0,21.41,68.75,1018.97,0,0,1.46,4.88,0,0,912.39,6771.12,5.85,106.34,8.38,102.26,11.92,104.42,7.69,26.56,15.48,86,54,1020.1,1018.1,9,0,30,0,0,0,0,0,13.21,2.1,21.07,2.6,22.91,3.6,18.72,2.16,FALSE
811,2012,8,19,0,0,25.26,63.38,1018.7,0,0,0.95,3.17,0,0,833.81,6754.21,11.03,122.28,18.94,122.42,8.54,164.1,9.05,31.74,17.64,84,53,1019.7,1017,11.4,0,38,0,0,0,0,0,16.31,6.92,28.28,10.5,16.75,1.08,12.96,5.4,TRUE
813,2012,8,21,0,0,26.52,72.17,1016.72,0,0,15.59,18.33,12.25,0.54,760.36,6468.52,6.07,129.46,10.31,140.84,12.88,214.55,5.9,31.61,20.28,90,55,1019.1,1013.7,100,0,100,0,100,0,10,0,14.97,0.8,28.06,2.04,21.92,5.12,18.72,1.44,TRUE
815,2012,8,23,0,0,20.9,79.54,1014.2,0.1,0,54.12,16.58,26.71,45.88,462.13,5794.79,5.92,240.82,7.17,248.17,8.59,185.66,7.16,26.67,16.44,94,61,1017.8,1010.3,100,0,100,0,100,0,100,0,11.44,2.16,20.11,0.72,38.11,0.8,13.32,2.16,TRUE
817,2012,8,25,0,0,21.02,76.38,1010.9,9.9,0,75.38,25.75,57,70.46,300.1,4535.44,12.61,218.64,17.17,234.12,38.75,253.59,21.14,24.49,18.56,97,50,1012.9,1008.9,100,0,100,0,100,0,100,0,22.75,2.1,26.58,1.8,59.06,20.62,43.56,2.52,TRUE
819,2012,8,27,0,0,17.1,69.04,1020.25,0,0,1.92,0.58,1.25,0.62,744.4,6347.48,11.52,123.51,15.57,126.18,18.28,160.07,13.26,22.79,12.13,87,48,1023,1017.2,25,0,12,0,25,0,10,0,16.77,5.32,27.66,4.2,25.96,0.8,21.6,4.32,FALSE
821,2012,8,29,0,0,21.75,66.88,1017.91,1.1,0,18,38.21,10.38,7.38,732.57,6135.66,6.75,158.75,8.84,162.72,11.48,232.72,6.18,27.55,15.3,88,54,1019.7,1015.2,100,0,100,0,100,0,100,0,12.1,1.3,21.67,0.8,20.33,3.1,13.68,1.08,TRUE
829,2012,9,6,0,0,16.61,80.92,1022.95,0,0,51.43,8.21,11.29,45.25,377.37,4620.88,7.2,279.86,9.04,239.93,17.48,74.39,9.69,21.89,11.62,96,61,1025.4,1019.7,100,2.7,58,0,100,0,100,0,12.76,0.8,22.01,1.08,31.68,8.5,20.88,3.6,FALSE
831,2012,9,8,0,0,19.14,67.5,1020.81,0,0,0.41,1.38,0,0,774.19,5759.19,5.57,133.83,7.44,136.16,17.75,99.67,7.02,24.95,13.08,89,52,1023.3,1018.2,4.2,0,14,0,0,0,0,0,12.18,0,18.17,0.36,24.64,5.41,14.04,0.72,FALSE
833,2012,9,10,0,0,22,63.75,1016.47,0,0,32.53,24.67,31.58,0,422.41,5199.38,4.19,160.36,4.64,162.93,10.7,254.69,4.28,26.47,17.46,84,48,1017.6,1015.4,100,0,100,0,100,0,0,0,6.49,0.36,9.03,0.72,21.39,0.72,7.2,0.72,TRUE
835,2012,9,12,0,0,13.43,82.12,1015.97,11.9,0,99.92,47.58,94.83,99.92,0,1543.26,13.04,276.88,16.76,279.44,22.01,295.8,21.27,17.28,10.99,93,51,1016.9,1014.4,100,98,100,0,100,53,100,98,25.46,5.48,33.62,6.15,37.52,6.84,38.52,8.64,TRUE
837,2012,9,14,0,0,13.71,69.71,1017.48,0,0,1.47,0.58,0,1.29,817.53,5443.24,5.49,198.43,8.38,189.17,14.87,176.26,8.34,19.1,8.41,86,51,1019.9,1014.5,16,0,12,0,0,0,16,0,11.93,0.8,21.6,1.3,35.97,0.72,23.4,0.72,TRUE
841,2012,9,18,0,0,18.19,75.88,1012.73,3.8,0,44.94,46.83,44,26.12,359.55,4214.15,7.58,186.57,9.39,197.37,19.87,261.05,10.83,23.72,14.37,93,60,1014.6,1010.8,100,0,100,0,100,0,100,0,24.09,0.51,31.01,0.51,40.59,9.16,35.64,1.44,TRUE
845,2012,9,22,0,0,15.11,84.71,1015.35,12.2,0,100,14.42,76.75,100,0,2183.17,11.39,261.23,14.35,267.2,39.18,227.09,21.52,16.65,13.74,93,75,1018.1,1011.7,100,100,94,0,100,0,100,100,25.65,2.04,33.96,2.81,76.5,6.15,52.56,3.6,FALSE
847,2012,9,24,0,0,15.89,77.83,1003.44,9.1,0,54.54,48.54,47.75,30.71,185.48,2703.82,15.57,181.06,24.33,188.42,44.39,231.87,24.27,20.05,12.19,93,56,1006.4,1000.8,100,0,100,0,100,0,100,0,38.26,4.02,47.95,11.49,70.13,10.18,64.44,4.68,TRUE
849,2012,9,26,0,0,13.01,85.62,1002.97,5.5,0,85.57,29.5,79.58,59.5,153.45,3347.29,11.89,225.89,16.1,219.66,23.19,250.77,16.63,17.15,10.33,96,69,1008.2,1000.4,100,0.6,100,0,100,0,100,0,25.58,1.3,29.25,1.53,49.93,5.8,32.04,1.44,TRUE
851,2012,9,28,0,0,12.68,77.17,1018.85,0,0,27.16,7.58,0.21,25,429.81,4480.26,4.98,122.1,5.64,144.43,15.36,225.86,5.43,17.74,8.16,96,57,1021.2,1016.1,100,0,100,0,5,0,100,0,9.2,1.8,16.07,0.72,51.14,4.68,12.24,1.8,FALSE
855,2012,10,2,0,0,13.91,71.5,1019.52,0,0,27.09,15.96,25.17,1.38,388.07,4114.47,6.72,216.17,9.07,241.77,21.71,257.37,9.11,18.09,9.77,95,54,1020.7,1018.1,100,0,100,0,100,0,28,0,12.02,1.3,20.07,2.04,33.86,11.72,14.4,0.36,TRUE
857,2012,10,4,0,0,15.59,71.96,1015.15,0.7,0,88.32,60.58,63.5,55.12,59,2525.82,13.45,213.65,18.2,242.76,51.23,259.04,22.44,19.67,12.86,90,54,1019.3,1012.5,100,9,100,5,100,0,100,0,35.77,2.81,43.45,3.89,70.41,23.04,61.56,4.32,FALSE
859,2012,10,6,0,0,17.45,67.96,1016.34,0,0,46.76,54.83,43.96,16.5,247.06,2966.37,9.25,196.93,12.63,205.86,41.98,263.45,13.07,22.9,9.8,94,48,1017.3,1015.1,100,0,100,0,100,0,100,0,19.47,0.8,23.83,1.44,59.72,25.58,32.76,2.16,TRUE
861,2012,10,8,0,0,13.22,83.42,1018.88,5.9,0,82.01,52.67,48.62,64,142.79,3576.02,8.23,160.57,11.71,158.6,15.97,220.6,13.52,17.5,8.54,96,71,1022.2,1013.8,100,12.3,100,0,100,0,100,0,18.9,0.36,21.75,0.36,46.19,2.19,30.96,1.08,TRUE
863,2012,10,10,0,0,12.21,92.42,1014.21,10.4,0,100,40.21,56.5,100,0,1258.46,5.67,281.88,6.58,313.17,22.89,280.92,6.41,13.38,10.48,96,86,1015.7,1012.5,100,100,100,0,100,0,100,100,9.83,1.08,10.83,0.72,34.3,13.56,11.52,2.16,TRUE
865,2012,10,12,0,0,13.56,82.67,1011.3,12.9,0,66.17,25.79,63.17,57.62,213.38,1601.11,13.97,212.4,18.33,217.82,39.58,269.6,24.39,16.07,9.98,95,77,1018.8,1007.1,100,0,100,0,100,0,100,0,29.53,3.89,37.09,0.8,53.64,24.69,47.88,3.96,FALSE
867,2012,10,14,0,0,12.24,68.42,1003.75,2.1,0,83.9,40.5,77.21,57.67,170.24,3300.12,11.62,179.97,15.98,184.44,40.5,230.36,26.91,17.87,7.3,89,44,1010.1,997.7,100,10.5,100,0,100,0,100,0,27.1,0.8,32.96,6.64,72.83,3.22,57.96,5.4,TRUE
869,2012,10,16,0,0,9.14,71.42,1012.88,0,0,47.24,24.17,28.08,30.29,228.43,3365.98,7.59,163.01,8.38,170.51,19.39,232.86,8.88,16.13,2.89,88,47,1015.1,1010.4,100,0,100,0,100,0,100,0,11.18,4.02,18.51,3.83,40.45,8.21,18.36,3.6,TRUE
873,2012,10,20,0,0,15.56,80.58,1017.92,0,0,38.36,5.38,10.42,27.92,421.52,3285.88,3.99,103.56,7.36,109.31,24.66,148.04,6.79,22.97,9.15,99,54,1020.1,1016.1,100,0,68,0,100,0,100,0,7.17,1.14,12.18,2.55,55.16,8.77,24.12,3.6,FALSE
875,2012,10,22,0,0,17.31,83.71,1018,0,0,48.62,18.08,34.12,18.08,378.77,3086.52,3.73,59.27,4,61.05,8.01,51.04,4.54,21.95,13.65,100,58,1020.2,1016.5,100,0,55,0,100,0,100,0,5.63,1.3,8.22,1.02,11.3,6.12,7.2,1.8,FALSE
877,2012,10,24,0,0,9.85,76.25,1018.66,0,0,1.58,0,1.58,0,622.74,3225.36,6.21,169.64,9.8,191.94,20.18,101.04,6.96,14.22,2.96,94,59,1021,1016.2,27,0,0,0,27,0,0,0,15.68,2.74,20.43,1.48,24.54,16.6,21.6,1.08,FALSE
879,2012,10,26,0,0,10.25,80.04,1005.35,0,0,85.86,78.62,83.83,21.04,19.11,2446.61,7.04,183.07,9.75,195.24,22.97,100.1,12.86,13.44,5.05,95,71,1010.8,998.1,100,9.6,100,11,100,0,100,0,14.84,1.14,17.91,0.36,42.26,8.79,25.56,4.32,TRUE
881,2012,10,28,0,0,1.94,75.96,1010.25,0,0,100,2.83,97.62,100,0,1479.18,27.2,74.02,32.36,49.65,56.29,60.3,38.22,4.53,-0.91,90,62,1016.3,1007.1,100,100,23,0,100,43,100,100,37.94,8.67,47.35,6.49,77.79,35.23,58.68,11.52,FALSE
885,2012,11,1,0,0,9.44,72.12,992.78,0.4,0,69.24,48.83,54.71,39.17,339.55,2769.68,15.5,189.47,19.43,198.57,35.73,243.68,28.14,13.34,6.21,88,55,997.3,990,100,9,100,0,100,0,100,0,36.16,1.84,45.31,0.36,72.17,2.04,65.88,2.52,TRUE
891,2012,11,7,0,0,6.65,75.54,1029.19,0,0,53.62,0.46,4.88,53.29,70.38,1650.95,10.36,238.55,15.61,251.94,28.57,263.79,19.56,10.5,2.09,89,62,1030.6,1026.3,100,0,11,0,59,0,100,0,20.27,0.36,27.89,3.83,52.62,6.57,41.76,5.04,FALSE
895,2012,11,11,0,0,9.38,94.75,1011.07,14.7,0,100,61.38,93.25,100,0,402.28,6.84,198.8,10.62,202.93,13.12,211.94,7.59,10.35,8.77,97,91,1019.8,1006.2,100,100,100,0,100,0,100,100,11.92,0.36,20.99,0.72,45.33,0.72,15.48,0.72,FALSE
897,2012,11,13,0,0,5.77,90.38,1030.08,0,0,75.12,6.62,0,75.12,195.79,2250.81,5.22,259.93,6.86,252.25,25.02,97.38,6.24,9.14,3.58,96,83,1032.3,1028.3,100,0,26,0,0,0,100,0,8.44,1.3,13.78,1.44,36.89,13.49,10.8,2.52,FALSE
899,2012,11,15,0,0,5.4,86.62,1022.48,0,0,1.57,0.08,0,1.54,561.12,2364.73,5.22,199.1,8.55,201.99,12.43,255.31,4.15,9.19,2.79,96,74,1024,1020.6,37,0,2,0,0,0,37,0,10.5,1.84,23.89,1.8,27.06,6.83,8.28,0.72,FALSE
901,2012,11,17,0,0,7.78,74.62,1014.1,0,0,16.45,32.88,8.54,9,409.36,2234.79,5.84,110.25,7.98,120.93,19.03,251.13,4.65,11.87,4.13,89,59,1016.9,1011.1,100,0,100,0,100,0,100,0,8.09,1.8,16.17,1.8,35.34,7.24,6.84,1.8,FALSE
903,2012,11,19,0,0,8.06,73.08,1015.71,0,0,7.9,3.92,0.88,6.62,546.16,2238.35,3.87,146.35,6.96,136.07,14.08,84.2,3.71,10.61,4.42,86,57,1017,1014.6,100,0,16,0,14,0,100,0,5.82,1.8,13.68,1.61,25.33,4.74,6.12,1.44,FALSE
907,2012,11,23,0,0,8.65,84.38,1020.35,0,0,78.67,63.12,70.33,8.38,26.17,1892.14,7.23,119.58,9.68,127.71,29.19,247.35,6.91,12.42,3.62,97,73,1021.3,1019.1,100,0,100,0,100,0,100,0,12.14,3.4,24.91,2.6,43.6,14.8,9.72,4.32,FALSE
909,2012,11,25,0,0,10.65,69.21,1017.35,0,0,61.44,10.54,30.88,38.79,133.79,1714.14,11.17,197.31,15.94,214.02,44.43,251.61,17.76,12.89,8.4,80,45,1018.7,1015.9,100,0,28,0,100,0,100,0,23.76,3.76,28.88,2.6,78.9,13.83,40.32,5.04,TRUE
911,2012,11,27,0,0,6.77,90.62,1006.64,7.7,0,100,43.08,97.42,100,0,865.08,5.88,216.5,7.56,231.28,13.28,224.13,9.93,8.12,5.13,95,86,1008.4,1005.2,100,100,100,0,100,68,100,100,12.29,1.84,14.26,0.72,40.35,2.28,26.28,1.08,TRUE
913,2012,11,29,0,0,3.43,86.33,999.85,21.6,3.08,90.79,40.46,67.96,88.88,74.04,1040.41,19.89,337.65,24.47,325.58,42.16,148.61,31.17,5.24,1.22,94,69,1004.3,994.5,100,48,100,0,100,0,100,10,29.2,11.59,38.52,17.1,59.66,24.48,51.48,10.08,FALSE
915,2012,12,1,0,0,-0.26,80.75,1014.23,0,0,46.27,8.62,22.71,23.96,363.5,2014.96,5.28,240.89,7.2,232.25,22.8,133.8,6.3,3.06,-3.21,96,63,1016.2,1011.5,100,0,20,0,100,0,100,0,11.81,1.53,16.6,2.55,40.68,2.81,20.16,0.72,TRUE
919,2012,12,5,0,0,2.33,85.71,1005.44,3.4,5.81,65.38,1,40.21,63.71,234.33,1380.39,19.61,235.03,24.87,239.62,33.23,282.31,31.05,4.09,0.3,95,77,1006.8,1003.3,100,0,20,0,100,0,100,0,31.06,3.26,40.45,2.41,57.69,9.35,55.44,4.32,TRUE
921,2012,12,7,0,0,-0.55,87.46,1009.51,11.7,6.86,92.54,28.88,92.54,71,36.38,365.79,19.69,174.57,23.32,178.97,37.15,238.05,25.21,2.14,-2.89,96,70,1020.1,1002.9,100,37,100,0,100,37,100,0,49.07,7.79,58.78,7.28,81.03,9.93,70.92,8.64,TRUE
923,2012,12,9,0,0,-1.36,76.17,1025.55,0.5,0.07,56.11,19,53.12,49.08,162.95,1212.18,17.14,217.5,21.01,230.18,37.18,267.64,29.16,2.05,-5.08,88,59,1030.1,1017.6,100,0,100,0,100,0,100,0,49.91,5.6,59.57,5.82,83.65,6.3,81.72,5.4,TRUE
925,2012,12,11,0,0,-0.75,78.83,1023.79,0.5,0,77.46,0,0,77.46,141.1,1685.66,13.81,285.02,16.17,304.37,20.81,301.56,17.22,1.11,-2.52,94,62,1027.6,1019.9,100,9,0,0,0,0,100,9,21.61,3.55,28.34,5.35,53.55,10.03,41.76,4.32,FALSE
927,2012,12,13,0,0,-1.82,77.17,1015.26,0.6,0,74.88,34.38,73.33,43.5,72.77,1375.05,18.58,118.88,22.59,121.63,29.47,238.12,13.47,3.6,-6,88,61,1019.7,1011.1,100,20,100,0,100,20,100,0,24.47,12.78,29.59,14.08,50.38,11.81,24.12,8.64,TRUE
929,2012,12,15,0,0,7.54,79.83,1005.66,15.1,0,65.62,18.96,59.46,64.12,287.87,1659.85,17.48,192.16,23.62,202.25,69.76,247.01,43.59,9.89,3.56,95,72,1008.6,1000.6,100,0,100,0,100,0,100,0,27.76,8.09,40.1,10.79,93.56,49.07,72.72,5.4,TRUE
931,2012,12,17,0,0,7.24,81.29,1009.5,12.8,0,84.12,14.75,73.67,75.17,125.51,1074.23,18.72,246.25,25.93,246.97,51.83,264.28,40.36,9.2,6.11,87,73,1011.7,1007.6,100,18,100,0,100,12,100,0,29.52,4.2,39.45,8.79,77.11,30.22,58.32,23.76,TRUE
933,2012,12,19,0,0,4.03,88.29,1023.45,0,0,63.08,3.75,0.79,62.58,199.25,1415.99,10.55,161.65,14.9,164.89,12.73,209.67,17.16,6.22,2.36,95,77,1025.1,1021.6,100,0,49,0,11,0,100,0,18.21,0.8,27.06,0.8,22.88,4.8,34.2,2.88,TRUE
935,2012,12,21,0,0,7.07,81.88,1013.83,1.2,0,52.58,18.25,26.38,50.33,401.33,1428.45,11.52,243.61,18.39,252.88,40.36,272.27,25.07,9.05,3.68,90,74,1017.7,1012,100,0,100,0,100,0,100,0,20.08,2.97,29.6,7.07,62.83,16.98,51.84,4.68,TRUE
937,2012,12,23,0,0,12.95,67.5,1014.85,1.3,0,76.49,83.46,74.79,20.83,126.69,1292.28,24.59,243.9,34.8,246.16,77.58,261.94,55.18,15.99,10.35,81,53,1016.3,1012.4,100,17,100,25,100,0,100,0,32.56,10,44.74,18.22,93.64,63.39,69.84,15.12,FALSE
939,2012,12,25,0,0,9.7,69.79,1008.08,5.5,0,87,78.92,87,34,25.53,1210.4,11.8,182.85,15.25,199.13,60.36,252.34,19.75,14.3,4.87,87,57,1011.1,1005.7,100,41,100,0,100,41,100,0,27.45,1.8,37.1,1.61,82.82,34.09,62.64,4.32,TRUE
941,2012,12,27,0,0,8.09,72.83,1013.1,8.2,0,87.96,36.46,80.29,63.92,58.09,849.95,30.62,236.63,40.8,237.79,86.28,255.25,62.05,11.56,6.52,81,66,1017.3,1008.5,100,3,100,0,100,0,100,0,45,18.16,57.24,25.72,95.52,74,77.76,35.64,FALSE
945,2012,12,31,0,0,5.12,79.67,1021.48,0,0,21.8,42.54,18.08,1.21,376.13,1783.56,8.25,157.17,12.16,182.17,35.89,252.67,10.86,9.28,1.3,95,70,1026.7,1014.7,100,0,100,0,100,0,17,0,11.92,3.42,22.24,4.61,58.57,15.82,34.56,3.96,TRUE
947,2013,1,2,0,0,4.47,80.67,1023.63,0.4,0,65.85,2.29,9.96,63.5,216.4,1436.46,6.4,268.04,7.87,270.68,10.69,273.65,10.35,6.44,2.09,92,62,1030.1,1015,100,0,19,0,97,0,100,0,14.06,0,20.63,0,29.78,0,24.48,1.8,FALSE
949,2013,1,4,0,0,8.13,82.17,1036.86,0,0,92.4,37.17,25.25,79.21,0,1065.33,9.29,247.22,14.41,258.87,18.72,299.61,20.7,11.13,5.5,92,73,1038.8,1035.1,100,1,100,0,100,0,100,0,16.92,2.1,21.99,5.15,24.63,12.07,31.32,3.96,TRUE
951,2013,1,6,0,0,4.45,84.62,1032.51,0,0,62.82,19.12,10.42,62.5,146.67,1541.48,6.13,256.99,7.3,259.72,11.81,259.64,9.25,7.41,2.12,94,73,1034.9,1030.8,100,0.3,100,0,100,0,100,0,10.97,0.36,14.76,0.36,26.26,1.53,18.36,0.72,FALSE
953,2013,1,8,0,0,4.24,66.67,1027.5,0,0,21.61,11,2.5,16.83,565.65,1986.48,2.02,196.22,2.55,204.67,11.33,247.8,3.69,8.58,-0.33,95,44,1028.7,1026.2,100,0.9,23,2,35,0,100,0,4.84,0.36,10.16,0,19.04,0.8,10.44,0.72,FALSE
955,2013,1,10,0,0,4.22,79.42,1016.47,7.7,0,100,35.12,51.33,95.83,0,673.73,9.83,263.95,14.34,266.1,28.85,273.63,26.71,5.71,2.3,88,72,1019.7,1011.7,100,100,100,0,100,0,100,0,17.73,0.8,21.29,2.62,55.46,9.03,41.04,5.04,TRUE
957,2013,1,12,0,0,2.86,75.38,1016.58,0,0,73.08,20.75,51.12,41.83,156.51,1948.21,8.74,150.84,11.74,160.34,16.35,222.8,12.57,5.78,-0.57,95,56,1019,1013.5,100,0,100,0,100,0,100,0,17.81,2.74,24.15,2.6,31.45,3.55,25.92,2.16,TRUE
959,2013,1,14,0,0,-0.07,81.58,1013.53,0.7,0.42,78,0,0,78,17.83,1703.46,11.55,303.71,12.37,306.66,14.46,264.4,12.79,2.5,-1.7,91,63,1014.7,1012.1,100,1,0,0,0,0,100,1,16.92,3.08,19.48,4.39,23.93,2.31,23.4,3.24,TRUE
961,2013,1,16,0,0,-1.65,69.5,1007.92,0,0.07,37.33,0,15.71,37.33,451.46,2129.77,15.56,288.82,19.45,291.61,20.78,221.7,23.4,0.71,-3.51,84,48,1010.4,1004,100,0,0,0,100,0,100,0,45.54,4.68,52.62,7.86,48.6,5.04,59.4,8.64,TRUE
965,2013,1,20,0,0,2.48,78.5,991.54,4.1,0.28,86.33,60.42,84.29,63.58,144.15,1259.35,12.59,193.98,16.83,197.23,29.37,122.84,20.91,4.86,-0.1,94,60,996,989.8,100,0,100,0,100,0,100,0,35.5,1.08,43.38,0.72,65.77,1.61,57.24,3.24,TRUE
967,2013,1,22,0,0,2.77,70.58,1003.41,0,0,54.12,0,15.62,51.75,213.67,2156.47,14.99,210.72,17.75,214.4,26.27,252.49,20.92,5.26,0.98,82,58,1005.8,998.4,100,0,0,0,100,0,100,0,24.64,3.42,31.31,3.89,44.34,8.05,42.84,3.24,FALSE
971,2013,1,26,0,0,-0.44,66.25,1013.8,0,0,11.96,4,8.33,3.42,464.78,2538.28,12.91,154.23,17.85,166.27,20.05,202.45,16.64,4.9,-4.49,87,37,1017.4,1011.2,78,0,25,0,78,0,78,0,26.46,2.41,31.09,0.72,32.05,8.67,30.24,2.88,TRUE
973,2013,1,28,0,0,6.14,74.17,1017.05,1.4,0,60.48,39.33,57.83,34.71,381.18,2187.62,11.02,259.04,16.08,262.27,24.92,281.08,23.31,10.16,3.29,92,49,1022,1010.4,100,0,100,0,100,0,100,0,21.03,7.34,26.93,8.83,58.06,6.99,43.2,12.24,TRUE
975,2013,1,30,0,0,12.8,73.5,1018.33,3,0,86.08,39.96,32.62,72.88,0,1080.46,24.56,248.51,34.66,252.44,81.22,264.43,54.88,16.37,10.29,84,59,1022.1,1016.1,100,0,100,0,100,0,100,0,34.42,3.1,45.41,14.02,90.07,65.97,68.76,9,TRUE
977,2013,2,1,0,0,9.98,75.88,1009.46,14.6,0,98.17,82.42,94.79,91.04,0,878.43,18.75,244.91,26.23,246.64,62.16,257.72,45.06,12.88,7.8,94,65,1020.9,994.4,100,56,100,13,100,37,100,10,30.15,7.49,39.19,14.65,79.12,45.99,63,18,TRUE
979,2013,2,3,0,0,2.34,70.54,1019.62,1.1,0.07,81.5,31.08,35.79,67.42,160.21,1791.57,23.26,291.06,26.14,292.46,40.37,218.21,32.46,5.48,-0.06,90,49,1021.8,1014,100,10,100,0,100,0,100,3,44.44,11.79,53.31,12.07,75.99,14.2,66.96,12.6,TRUE
981,2013,2,5,0,0,6.72,73.67,1009.05,4.8,0.56,80.83,28.92,73.12,67.54,274.47,2176.05,29.24,260.76,37.78,260.58,69.48,263.04,56.26,8.65,0.53,86,49,1018.1,998.9,100,0,100,0,100,0,100,0,42.59,15.55,51.62,16.3,81.21,44.07,77.04,17.64,TRUE
983,2013,2,7,0,0,0.81,79.21,1011.44,7.7,6.72,77.42,0,59.04,76.17,211.91,1681.21,24.72,298.13,27.54,300.29,35.55,307.69,30.04,3.81,-1.97,95,53,1014.6,1004.1,100,1,0,0,100,0,100,1,37.8,15.63,45.33,15.63,63.95,19.08,59.4,18.36,TRUE
985,2013,2,9,0,0,-0.69,75,1018.87,3.1,0.07,63.08,0,30.21,63.08,260.83,1793.35,12.01,295.42,13.18,281.91,16.32,202.6,14.43,1.38,-3.9,94,56,1020.2,1017.4,100,0,0,0,100,0,100,0,28.53,3.83,32.92,4.02,35.46,5.5,35.64,5.4,FALSE
989,2013,2,13,0,0,-1.17,68.42,1021.34,0,0,48.93,0.46,0,48.79,368.82,3211.12,9.48,136.98,11.1,137.89,16.31,122.34,12.03,2.36,-4.64,92,43,1026.5,1015.3,100,0,6,0,0,0,100,0,20.97,0.36,24.86,0.8,37.14,2.41,26.64,1.08,FALSE
991,2013,2,15,0,0,3.82,73.46,1018.91,2.5,0.49,90.38,7.29,15.46,90.38,117.1,2305.1,17.2,245.45,19.4,255.15,26.7,287.8,22.89,6.26,1.68,90,46,1023.9,1015.5,100,36,92,0,100,0,100,36,32.64,1.44,35.19,2.41,53.51,5.82,39.6,4.68,FALSE
993,2013,2,17,0,0,3.07,71.88,1021.67,0,0,17.04,0,0,17.04,513.38,3192.43,10.38,105.11,14.03,100.36,29.01,89.61,18.88,7.79,-0.86,93,46,1024,1019.1,100,0,0,0,0,0,100,0,22.71,1.48,23.76,1.8,42.62,19.11,31.32,3.6,FALSE
995,2013,2,19,0,0,4.05,60.83,1017.64,0.1,0,41.74,6.88,34.92,36.62,350.25,3443.41,7.53,191.13,9.28,196.69,13.05,254.54,9.49,9.45,-0.48,80,37,1020.4,1014.8,100,0,27,0,100,0,100,0,16.52,1.44,19.8,1.14,22.47,2.9,20.16,1.08,FALSE
999,2013,2,23,0,0,-1.16,60.54,1007.66,0,0,81.38,0,11.75,81.38,142.59,2378.97,13.58,71.07,16.28,61.04,25.24,59.99,21.64,1.89,-4.51,93,44,1009.6,1006.4,100,14,0,0,41,0,100,14,19.96,3.89,25.96,5.94,43.7,13.04,33.84,3.96,TRUE
1001,2013,2,25,0,0,0.12,69.54,1016.92,0.1,0,27.25,0,18.12,27.12,608.21,3851.03,6.04,201.8,7.2,207.15,12.2,118.15,8.2,3.89,-4.14,93,50,1019.9,1012.2,100,0,0,0,100,0,100,0,13.18,0.36,15.41,0,25.35,2.31,15.84,1.08,TRUE
1003,2013,2,27,0,0,4.98,75.21,1025.07,0,0,91.67,5.58,24.92,91.67,10.85,2801.72,7.96,173.58,9.69,175.54,26.1,85.36,13.87,10.45,0.54,95,49,1027.2,1022.5,100,2,27,0,100,0,100,2,15.58,2.62,22.01,1.44,35.34,17.81,29.16,3.96,FALSE
